measure_time,action_type,message_type,message_size
2024-01-17 16:36:41.57909,Sent,P2P,208
2024-01-17 16:36:41.57932,Sent,P2P,208
2024-01-17 16:36:41.58037,Received,P2P,208
2024-01-17 16:36:41.58052,Received,P2P,208
2024-01-17 16:36:41.58414,Received,P2P,208
2024-01-17 16:36:41.78831,Sent,P2P,93
2024-01-17 16:36:41.78890,Sent,P2P,93
2024-01-17 16:36:41.78920,Sent,P2P,93
2024-01-17 16:36:42.05855,Received,P2P,93
2024-01-17 16:36:42.06576,Received,P2P,93
2024-01-17 16:36:42.10403,Received,P2P,93
2024-01-17 16:36:42.50257,Sent,P2P,18
2024-01-17 16:36:42.50365,Received,P2P,17
2024-01-17 16:36:42.58721,Received,P2P,992
2024-01-17 16:36:42.58939,Sent,P2P,208
2024-01-17 16:36:42.58939,Received,P2P,208
2024-01-17 16:36:42.58960,Sent,P2P,208
2024-01-17 16:36:42.58979,Sent,P2P,208
2024-01-17 16:36:42.59103,Received,P2P,208
2024-01-17 16:36:42.59414,Received,P2P,208
2024-01-17 16:36:42.71375,Sent,P2P,18
2024-01-17 16:36:42.71430,Received,P2P,18
2024-01-17 16:36:42.72238,Received,P2P,17
2024-01-17 16:36:42.75484,Sent,P2P,18
2024-01-17 16:36:42.79042,Sent,P2P,93
2024-01-17 16:36:42.79086,Sent,P2P,93
2024-01-17 16:36:42.79107,Sent,P2P,93
2024-01-17 16:36:42.85335,Received,Channel,57
2024-01-17 16:36:42.85389,Send,Channel,58
2024-01-17 16:36:43.06455,Received,P2P,93
2024-01-17 16:36:43.06771,Received,P2P,93
2024-01-17 16:36:43.10746,Received,P2P,93
2024-01-17 16:36:43.20679,Received,P2P,93
2024-01-17 16:36:43.59966,Received,P2P,992
2024-01-17 16:36:43.60191,Sent,P2P,208
2024-01-17 16:36:43.60227,Sent,P2P,208
2024-01-17 16:36:43.60252,Sent,P2P,208
2024-01-17 16:36:43.60359,Received,P2P,208
2024-01-17 16:36:43.60384,Received,P2P,208
2024-01-17 16:36:43.60777,Received,P2P,208
2024-01-17 16:36:43.79375,Sent,P2P,93
2024-01-17 16:36:43.79449,Sent,P2P,93
2024-01-17 16:36:43.79482,Sent,P2P,93
2024-01-17 16:36:44.01707,Received,P2P,93
2024-01-17 16:36:44.06880,Received,P2P,93
2024-01-17 16:36:44.07350,Received,P2P,93
2024-01-17 16:36:44.11275,Received,P2P,93
2024-01-17 16:36:44.42198,Received,P2P,93
2024-01-17 16:36:44.61129,Sent,P2P,992
2024-01-17 16:36:44.61158,Sent,P2P,992
2024-01-17 16:36:44.61183,Sent,P2P,992
2024-01-17 16:36:44.61232,Sent,P2P,208
2024-01-17 16:36:44.61261,Sent,P2P,208
2024-01-17 16:36:44.61287,Sent,P2P,208
2024-01-17 16:36:44.61650,Received,P2P,208
2024-01-17 16:36:44.61683,Received,P2P,208
2024-01-17 16:36:44.61710,Received,P2P,208
2024-01-17 16:36:44.80009,Sent,P2P,93
2024-01-17 16:36:44.80092,Sent,P2P,93
2024-01-17 16:36:44.80125,Sent,P2P,93
2024-01-17 16:36:44.85443,Received,Channel,57
2024-01-17 16:36:44.85527,Send,Channel,58
2024-01-17 16:36:45.02449,Sent,P2P,93
2024-01-17 16:36:45.02506,Sent,P2P,93
2024-01-17 16:36:45.02534,Sent,P2P,93
2024-01-17 16:36:45.07330,Received,P2P,93
2024-01-17 16:36:45.07951,Received,P2P,93
2024-01-17 16:36:45.11724,Received,P2P,93
2024-01-17 16:36:45.62230,Received,P2P,992
2024-01-17 16:36:45.62470,Sent,P2P,208
2024-01-17 16:36:45.62506,Sent,P2P,208
2024-01-17 16:36:45.62532,Sent,P2P,208
2024-01-17 16:36:45.62578,Received,P2P,208
2024-01-17 16:36:45.62609,Received,P2P,208
2024-01-17 16:36:45.63028,Received,P2P,208
2024-01-17 16:36:45.80501,Sent,P2P,93
2024-01-17 16:36:45.80583,Sent,P2P,93
2024-01-17 16:36:45.80618,Sent,P2P,93
2024-01-17 16:36:46.07876,Received,P2P,93
2024-01-17 16:36:46.08315,Received,P2P,93
2024-01-17 16:36:46.12188,Received,P2P,93
2024-01-17 16:36:46.63490,Received,P2P,992
2024-01-17 16:36:46.63682,Sent,P2P,208
2024-01-17 16:36:46.63706,Sent,P2P,208
2024-01-17 16:36:46.63733,Sent,P2P,208
2024-01-17 16:36:46.63783,Received,P2P,208
2024-01-17 16:36:46.63811,Received,P2P,208
2024-01-17 16:36:46.64168,Received,P2P,208
2024-01-17 16:36:46.80934,Sent,P2P,93
2024-01-17 16:36:46.80997,Sent,P2P,93
2024-01-17 16:36:46.81020,Sent,P2P,93
2024-01-17 16:36:46.85425,Received,Channel,57
2024-01-17 16:36:46.85505,Send,Channel,58
2024-01-17 16:36:47.08129,Received,P2P,93
2024-01-17 16:36:47.08539,Received,P2P,93
2024-01-17 16:36:47.12724,Received,P2P,93
2024-01-17 16:36:47.50365,Sent,P2P,18
2024-01-17 16:36:47.50467,Received,P2P,17
2024-01-17 16:36:47.64349,Received,P2P,992
2024-01-17 16:36:47.64441,Received,P2P,208
2024-01-17 16:36:47.64468,Sent,P2P,208
2024-01-17 16:36:47.64479,Sent,P2P,208
2024-01-17 16:36:47.64488,Sent,P2P,208
2024-01-17 16:36:47.64562,Received,P2P,208
2024-01-17 16:36:47.64673,Received,P2P,208
2024-01-17 16:36:47.71509,Sent,P2P,18
2024-01-17 16:36:47.71612,Received,P2P,18
2024-01-17 16:36:47.72271,Received,P2P,17
2024-01-17 16:36:47.75647,Sent,P2P,18
2024-01-17 16:36:47.81328,Sent,P2P,93
2024-01-17 16:36:47.81378,Sent,P2P,93
2024-01-17 16:36:47.81401,Sent,P2P,93
2024-01-17 16:36:48.08533,Received,P2P,93
2024-01-17 16:36:48.09047,Received,P2P,93
2024-01-17 16:36:48.12916,Received,P2P,93
2024-01-17 16:36:48.25864,Received,P2P,93
2024-01-17 16:36:48.65057,Sent,P2P,992
2024-01-17 16:36:48.65106,Sent,P2P,992
2024-01-17 16:36:48.65128,Sent,P2P,992
2024-01-17 16:36:48.65535,Received,P2P,208
2024-01-17 16:36:48.65567,Received,P2P,208
2024-01-17 16:36:48.65591,Received,P2P,208
2024-01-17 16:36:48.65686,Sent,P2P,208
2024-01-17 16:36:48.65711,Sent,P2P,208
2024-01-17 16:36:48.65735,Sent,P2P,208
2024-01-17 16:36:48.81948,Sent,P2P,93
2024-01-17 16:36:48.82020,Sent,P2P,93
2024-01-17 16:36:48.82044,Sent,P2P,93
2024-01-17 16:36:48.85566,Received,Channel,57
2024-01-17 16:36:48.85632,Send,Channel,58
2024-01-17 16:36:49.06813,Received,P2P,93
2024-01-17 16:36:49.09083,Received,P2P,93
2024-01-17 16:36:49.09606,Received,P2P,93
2024-01-17 16:36:49.13291,Received,P2P,93
2024-01-17 16:36:49.47874,Received,P2P,93
2024-01-17 16:36:49.66196,Received,P2P,992
2024-01-17 16:36:49.66311,Received,P2P,208
2024-01-17 16:36:49.66433,Sent,P2P,208
2024-01-17 16:36:49.66462,Sent,P2P,208
2024-01-17 16:36:49.66484,Sent,P2P,208
2024-01-17 16:36:49.66614,Received,P2P,208
2024-01-17 16:36:49.66760,Received,P2P,208
2024-01-17 16:36:49.82498,Sent,P2P,93
2024-01-17 16:36:49.82562,Sent,P2P,93
2024-01-17 16:36:49.82575,Sent,P2P,93
2024-01-17 16:36:50.07512,Sent,P2P,93
2024-01-17 16:36:50.07574,Sent,P2P,93
2024-01-17 16:36:50.07608,Sent,P2P,93
2024-01-17 16:36:50.09469,Received,P2P,93
2024-01-17 16:36:50.10160,Received,P2P,93
2024-01-17 16:36:50.13576,Received,P2P,93
2024-01-17 16:36:50.67337,Received,P2P,992
2024-01-17 16:36:50.67519,Sent,P2P,208
2024-01-17 16:36:50.67554,Sent,P2P,208
2024-01-17 16:36:50.67574,Sent,P2P,208
2024-01-17 16:36:50.67721,Received,P2P,208
2024-01-17 16:36:50.67745,Received,P2P,208
2024-01-17 16:36:50.68051,Received,P2P,208
2024-01-17 16:36:50.82839,Sent,P2P,93
2024-01-17 16:36:50.82903,Sent,P2P,93
2024-01-17 16:36:50.82942,Sent,P2P,93
2024-01-17 16:36:50.85378,Received,Channel,57
2024-01-17 16:36:50.85440,Send,Channel,58
2024-01-17 16:36:51.09971,Received,P2P,93
2024-01-17 16:36:51.10720,Received,P2P,93
2024-01-17 16:36:51.13954,Received,P2P,93
2024-01-17 16:36:51.68261,Received,P2P,992
2024-01-17 16:36:51.68493,Sent,P2P,208
2024-01-17 16:36:51.68526,Sent,P2P,208
2024-01-17 16:36:51.68545,Sent,P2P,208
2024-01-17 16:36:51.68553,Received,P2P,208
2024-01-17 16:36:51.68697,Received,P2P,208
2024-01-17 16:36:51.68721,Received,P2P,208
2024-01-17 16:36:51.83441,Sent,P2P,93
2024-01-17 16:36:51.84158,Sent,P2P,93
2024-01-17 16:36:51.84184,Sent,P2P,93
2024-01-17 16:36:52.10603,Received,P2P,93
2024-01-17 16:36:52.11165,Received,P2P,93
2024-01-17 16:36:52.14397,Received,P2P,93
2024-01-17 16:36:52.50444,Sent,P2P,18
2024-01-17 16:36:52.50561,Received,P2P,17
2024-01-17 16:36:52.69260,Sent,P2P,992
2024-01-17 16:36:52.69285,Sent,P2P,992
2024-01-17 16:36:52.69305,Sent,P2P,992
2024-01-17 16:36:52.69354,Sent,P2P,208
2024-01-17 16:36:52.69383,Sent,P2P,208
2024-01-17 16:36:52.69403,Sent,P2P,208
2024-01-17 16:36:52.69655,Received,P2P,208
2024-01-17 16:36:52.69686,Received,P2P,208
2024-01-17 16:36:52.70010,Received,P2P,208
2024-01-17 16:36:52.71645,Sent,P2P,18
2024-01-17 16:36:52.71699,Received,P2P,18
2024-01-17 16:36:52.72340,Received,P2P,17
2024-01-17 16:36:52.75779,Sent,P2P,18
2024-01-17 16:36:52.84343,Sent,P2P,93
2024-01-17 16:36:52.84403,Sent,P2P,93
2024-01-17 16:36:52.84425,Sent,P2P,93
2024-01-17 16:36:52.85540,Received,Channel,57
2024-01-17 16:36:52.85619,Send,Channel,58
2024-01-17 16:36:53.10729,Received,P2P,93
2024-01-17 16:36:53.11703,Received,P2P,93
2024-01-17 16:36:53.14804,Received,P2P,93
2024-01-17 16:36:53.31042,Received,P2P,93
2024-01-17 16:36:53.70437,Received,P2P,992
2024-01-17 16:36:53.70550,Received,P2P,208
2024-01-17 16:36:53.70650,Sent,P2P,208
2024-01-17 16:36:53.70685,Sent,P2P,208
2024-01-17 16:36:53.70703,Sent,P2P,208
2024-01-17 16:36:53.70812,Received,P2P,208
2024-01-17 16:36:53.70836,Received,P2P,208
2024-01-17 16:36:53.84857,Sent,P2P,93
2024-01-17 16:36:53.84906,Sent,P2P,93
2024-01-17 16:36:53.84922,Sent,P2P,93
2024-01-17 16:36:54.11285,Received,P2P,93
2024-01-17 16:36:54.11882,Received,P2P,93
2024-01-17 16:36:54.11964,Received,P2P,93
2024-01-17 16:36:54.15393,Received,P2P,93
2024-01-17 16:36:54.52530,Received,P2P,93
2024-01-17 16:36:54.71481,Received,P2P,992
2024-01-17 16:36:54.71619,Sent,P2P,208
2024-01-17 16:36:54.71639,Sent,P2P,208
2024-01-17 16:36:54.71655,Sent,P2P,208
2024-01-17 16:36:54.71683,Received,P2P,208
2024-01-17 16:36:54.71723,Received,P2P,208
2024-01-17 16:36:54.72054,Received,P2P,208
2024-01-17 16:36:54.85459,Sent,P2P,93
2024-01-17 16:36:54.85478,Received,Channel,57
2024-01-17 16:36:54.85533,Send,Channel,58
2024-01-17 16:36:54.85537,Sent,P2P,93
2024-01-17 16:36:54.85590,Sent,P2P,93
2024-01-17 16:36:55.11551,Received,P2P,93
2024-01-17 16:36:55.12503,Received,P2P,93
2024-01-17 16:36:55.12793,Sent,P2P,93
2024-01-17 16:36:55.13053,Sent,P2P,93
2024-01-17 16:36:55.13123,Sent,P2P,93
2024-01-17 16:36:55.15745,Received,P2P,93
2024-01-17 16:36:55.72439,Received,P2P,992
2024-01-17 16:36:55.72514,Received,P2P,208
2024-01-17 16:36:55.72606,Sent,P2P,208
2024-01-17 16:36:55.72630,Sent,P2P,208
2024-01-17 16:36:55.72650,Sent,P2P,208
2024-01-17 16:36:55.72786,Received,P2P,208
2024-01-17 16:36:55.72814,Received,P2P,208
2024-01-17 16:36:55.85754,Sent,P2P,93
2024-01-17 16:36:55.85797,Sent,P2P,93
2024-01-17 16:36:55.85828,Sent,P2P,93
2024-01-17 16:36:56.11879,Received,P2P,93
2024-01-17 16:36:56.13136,Received,P2P,93
2024-01-17 16:36:56.16424,Received,P2P,93
2024-01-17 16:36:56.73251,Sent,P2P,992
2024-01-17 16:36:56.73285,Sent,P2P,992
2024-01-17 16:36:56.73305,Sent,P2P,992
2024-01-17 16:36:56.73602,Received,P2P,208
2024-01-17 16:36:56.73680,Received,P2P,208
2024-01-17 16:36:56.73692,Received,P2P,208
2024-01-17 16:36:56.73798,Sent,P2P,208
2024-01-17 16:36:56.73811,Sent,P2P,208
2024-01-17 16:36:56.73821,Sent,P2P,208
2024-01-17 16:36:56.85509,Received,Channel,57
2024-01-17 16:36:56.85575,Send,Channel,58
2024-01-17 16:36:56.86302,Sent,P2P,93
2024-01-17 16:36:56.86356,Sent,P2P,93
2024-01-17 16:36:56.86378,Sent,P2P,93
2024-01-17 16:36:57.39486,Received,P2P,93
2024-01-17 16:36:57.43370,Received,P2P,93
2024-01-17 16:36:57.43400,Received,P2P,93
2024-01-17 16:36:57.50597,Sent,P2P,18
2024-01-17 16:36:57.50625,Received,P2P,17
2024-01-17 16:36:57.71784,Sent,P2P,18
2024-01-17 16:36:57.71839,Received,P2P,18
2024-01-17 16:36:57.72410,Received,P2P,17
2024-01-17 16:36:57.74067,Received,P2P,992
2024-01-17 16:36:57.74213,Sent,P2P,208
2024-01-17 16:36:57.74264,Received,P2P,208
2024-01-17 16:36:57.74266,Sent,P2P,208
2024-01-17 16:36:57.74279,Sent,P2P,208
2024-01-17 16:36:57.74278,Received,P2P,208
2024-01-17 16:36:57.74592,Received,P2P,208
2024-01-17 16:36:57.75872,Sent,P2P,18
2024-01-17 16:36:57.86814,Sent,P2P,93
2024-01-17 16:36:57.86864,Sent,P2P,93
2024-01-17 16:36:57.86880,Sent,P2P,93
2024-01-17 16:36:58.35810,Received,P2P,93
2024-01-17 16:36:58.39086,Received,P2P,93
2024-01-17 16:36:58.40329,Received,P2P,93
2024-01-17 16:36:58.44014,Received,P2P,93
2024-01-17 16:36:58.75111,Received,P2P,992
2024-01-17 16:36:58.75241,Received,P2P,208
2024-01-17 16:36:58.75452,Sent,P2P,208
2024-01-17 16:36:58.75480,Sent,P2P,208
2024-01-17 16:36:58.75501,Sent,P2P,208
2024-01-17 16:36:58.75767,Received,P2P,208
2024-01-17 16:36:58.76030,Received,P2P,208
2024-01-17 16:36:58.85335,Received,Channel,57
2024-01-17 16:36:58.85384,Send,Channel,58
2024-01-17 16:36:58.87238,Sent,P2P,93
2024-01-17 16:36:58.87269,Sent,P2P,93
2024-01-17 16:36:58.87283,Sent,P2P,93
2024-01-17 16:36:59.16913,Received,P2P,93
2024-01-17 16:36:59.39660,Received,P2P,93
2024-01-17 16:36:59.40584,Received,P2P,93
2024-01-17 16:36:59.44559,Received,P2P,93
2024-01-17 16:36:59.57651,Received,P2P,93
2024-01-17 16:36:59.76631,Received,P2P,992
2024-01-17 16:36:59.76763,Received,P2P,208
2024-01-17 16:36:59.76914,Sent,P2P,208
2024-01-17 16:36:59.76936,Sent,P2P,208
2024-01-17 16:36:59.76958,Sent,P2P,208
2024-01-17 16:36:59.77099,Received,P2P,208
2024-01-17 16:36:59.77123,Received,P2P,208
2024-01-17 16:36:59.87556,Sent,P2P,93
2024-01-17 16:36:59.87621,Sent,P2P,93
2024-01-17 16:36:59.87653,Sent,P2P,93
2024-01-17 16:37:00.17770,Sent,P2P,93
2024-01-17 16:37:00.17808,Sent,P2P,93
2024-01-17 16:37:00.17825,Sent,P2P,93
2024-01-17 16:37:00.39903,Received,P2P,93
2024-01-17 16:37:00.41071,Received,P2P,93
2024-01-17 16:37:00.44637,Received,P2P,93
2024-01-17 16:37:00.77625,Sent,P2P,992
2024-01-17 16:37:00.77669,Sent,P2P,992
2024-01-17 16:37:00.77690,Sent,P2P,992
2024-01-17 16:37:00.78434,Received,P2P,208
2024-01-17 16:37:00.78461,Received,P2P,208
2024-01-17 16:37:00.78491,Received,P2P,208
2024-01-17 16:37:00.78626,Sent,P2P,208
2024-01-17 16:37:00.78760,Sent,P2P,208
2024-01-17 16:37:00.78776,Sent,P2P,208
2024-01-17 16:37:00.85477,Received,Channel,57
2024-01-17 16:37:00.85506,Send,Channel,58
2024-01-17 16:37:00.88045,Sent,P2P,93
2024-01-17 16:37:00.88202,Sent,P2P,93
2024-01-17 16:37:00.88213,Received,Channel,104
2024-01-17 16:37:00.88265,Sent,P2P,93
2024-01-17 16:37:00.88403,Send,Channel,82
2024-01-17 16:37:01.40412,Received,P2P,93
2024-01-17 16:37:01.41631,Received,P2P,93
2024-01-17 16:37:01.45085,Received,P2P,93
2024-01-17 16:37:01.79054,Received,P2P,992
2024-01-17 16:37:01.79217,Sent,P2P,208
2024-01-17 16:37:01.79245,Sent,P2P,208
2024-01-17 16:37:01.79271,Sent,P2P,208
2024-01-17 16:37:01.79433,Received,P2P,208
2024-01-17 16:37:01.79663,Received,P2P,208
2024-01-17 16:37:01.79809,Received,P2P,208
2024-01-17 16:37:01.88743,Sent,P2P,93
2024-01-17 16:37:01.88826,Sent,P2P,93
2024-01-17 16:37:01.88862,Sent,P2P,93
2024-01-17 16:37:02.42385,Received,P2P,93
2024-01-17 16:37:02.42447,Received,P2P,93
2024-01-17 16:37:02.45471,Received,P2P,93
2024-01-17 16:37:02.50676,Sent,P2P,18
2024-01-17 16:37:02.50754,Received,P2P,17
2024-01-17 16:37:02.71914,Sent,P2P,18
2024-01-17 16:37:02.72041,Received,P2P,18
2024-01-17 16:37:02.72479,Received,P2P,17
2024-01-17 16:37:02.76034,Sent,P2P,18
2024-01-17 16:37:02.79959,Received,P2P,992
2024-01-17 16:37:02.80063,Sent,P2P,208
2024-01-17 16:37:02.80079,Sent,P2P,208
2024-01-17 16:37:02.80089,Sent,P2P,208
2024-01-17 16:37:02.80168,Received,P2P,208
2024-01-17 16:37:02.80185,Received,P2P,208
2024-01-17 16:37:02.80459,Received,P2P,208
2024-01-17 16:37:02.85394,Received,Channel,57
2024-01-17 16:37:02.85434,Send,Channel,58
2024-01-17 16:37:02.89243,Sent,P2P,93
2024-01-17 16:37:02.89316,Sent,P2P,93
2024-01-17 16:37:02.89343,Sent,P2P,93
2024-01-17 16:37:03.41650,Received,P2P,93
2024-01-17 16:37:03.41764,Received,P2P,93
2024-01-17 16:37:03.43046,Received,P2P,93
2024-01-17 16:37:03.45644,Received,P2P,93
2024-01-17 16:37:03.80760,Received,P2P,992
2024-01-17 16:37:03.80960,Sent,P2P,208
2024-01-17 16:37:03.81010,Sent,P2P,208
2024-01-17 16:37:03.81026,Sent,P2P,208
2024-01-17 16:37:03.81575,Received,P2P,208
2024-01-17 16:37:03.81796,Received,P2P,208
2024-01-17 16:37:03.81937,Received,P2P,208
2024-01-17 16:37:03.89678,Sent,P2P,93
2024-01-17 16:37:03.89724,Sent,P2P,93
2024-01-17 16:37:03.89742,Sent,P2P,93
2024-01-17 16:37:04.22985,Received,P2P,93
2024-01-17 16:37:04.42112,Received,P2P,93
2024-01-17 16:37:04.43634,Received,P2P,93
2024-01-17 16:37:04.46288,Received,P2P,93
2024-01-17 16:37:04.63524,Received,P2P,93
2024-01-17 16:37:04.82520,Sent,P2P,992
2024-01-17 16:37:04.82557,Sent,P2P,992
2024-01-17 16:37:04.82577,Sent,P2P,992
2024-01-17 16:37:04.82603,Sent,P2P,208
2024-01-17 16:37:04.82635,Sent,P2P,208
2024-01-17 16:37:04.82663,Sent,P2P,208
2024-01-17 16:37:04.82946,Received,P2P,208
2024-01-17 16:37:04.83230,Received,P2P,208
2024-01-17 16:37:04.83252,Received,P2P,208
2024-01-17 16:37:04.85228,Received,Channel,57
2024-01-17 16:37:04.85290,Send,Channel,58
2024-01-17 16:37:04.90283,Sent,P2P,93
2024-01-17 16:37:04.90322,Sent,P2P,93
2024-01-17 16:37:04.90337,Sent,P2P,93
2024-01-17 16:37:05.24293,Sent,P2P,93
2024-01-17 16:37:05.24374,Sent,P2P,93
2024-01-17 16:37:05.24390,Sent,P2P,93
2024-01-17 16:37:05.42471,Received,P2P,93
2024-01-17 16:37:05.44163,Received,P2P,93
2024-01-17 16:37:05.46873,Received,P2P,93
2024-01-17 16:37:05.92005,Sent,P2P,93
2024-01-17 16:37:05.92158,Sent,P2P,93
2024-01-17 16:37:05.92176,Sent,P2P,93
2024-01-17 16:37:05.92300,Received,P2P,992
2024-01-17 16:37:05.93848,Received,P2P,208
2024-01-17 16:37:05.94036,Sent,P2P,208
2024-01-17 16:37:05.94051,Sent,P2P,208
2024-01-17 16:37:05.94076,Sent,P2P,208
2024-01-17 16:37:05.94524,Received,P2P,208
2024-01-17 16:37:05.94555,Received,P2P,208
2024-01-17 16:37:06.43048,Received,P2P,93
2024-01-17 16:37:06.44636,Received,P2P,93
2024-01-17 16:37:06.47200,Received,P2P,93
2024-01-17 16:37:06.85574,Received,Channel,57
2024-01-17 16:37:06.85643,Send,Channel,58
2024-01-17 16:37:06.92479,Sent,P2P,93
2024-01-17 16:37:06.92515,Sent,P2P,93
2024-01-17 16:37:06.92525,Sent,P2P,93
2024-01-17 16:37:06.95667,Received,P2P,992
2024-01-17 16:37:06.95819,Received,P2P,208
2024-01-17 16:37:06.96161,Sent,P2P,208
2024-01-17 16:37:06.96190,Sent,P2P,208
2024-01-17 16:37:06.96293,Sent,P2P,208
2024-01-17 16:37:06.96376,Received,P2P,208
2024-01-17 16:37:06.96544,Received,P2P,208
2024-01-17 16:37:07.43755,Received,P2P,93
2024-01-17 16:37:07.45115,Received,P2P,93
2024-01-17 16:37:07.47741,Received,P2P,93
2024-01-17 16:37:07.50751,Sent,P2P,18
2024-01-17 16:37:07.50909,Received,P2P,17
2024-01-17 16:37:07.72028,Sent,P2P,18
2024-01-17 16:37:07.72165,Received,P2P,18
2024-01-17 16:37:07.72546,Received,P2P,17
2024-01-17 16:37:07.76075,Sent,P2P,18
2024-01-17 16:37:07.92901,Sent,P2P,93
2024-01-17 16:37:07.92975,Sent,P2P,93
2024-01-17 16:37:07.92999,Sent,P2P,93
2024-01-17 16:37:07.97652,Received,P2P,992
2024-01-17 16:37:07.97849,Sent,P2P,208
2024-01-17 16:37:07.97881,Sent,P2P,208
2024-01-17 16:37:07.97902,Sent,P2P,208
2024-01-17 16:37:07.97986,Received,P2P,208
2024-01-17 16:37:07.98178,Received,P2P,208
2024-01-17 16:37:07.98453,Received,P2P,208
2024-01-17 16:37:08.44245,Received,P2P,93
2024-01-17 16:37:08.45549,Received,P2P,93
2024-01-17 16:37:08.48318,Received,P2P,93
2024-01-17 16:37:08.59395,Received,P2P,93
2024-01-17 16:37:08.85318,Received,Channel,57
2024-01-17 16:37:08.85378,Send,Channel,58
2024-01-17 16:37:08.93366,Sent,P2P,93
2024-01-17 16:37:08.93421,Sent,P2P,93
2024-01-17 16:37:08.93451,Sent,P2P,93
2024-01-17 16:37:08.98843,Sent,P2P,992
2024-01-17 16:37:08.98885,Sent,P2P,992
2024-01-17 16:37:08.98906,Sent,P2P,992
2024-01-17 16:37:08.99230,Received,P2P,208
2024-01-17 16:37:08.99461,Received,P2P,208
2024-01-17 16:37:08.99487,Received,P2P,208
2024-01-17 16:37:08.99598,Sent,P2P,208
2024-01-17 16:37:08.99624,Sent,P2P,208
2024-01-17 16:37:08.99645,Sent,P2P,208
2024-01-17 16:37:09.40490,Received,P2P,93
2024-01-17 16:37:09.44610,Received,P2P,93
2024-01-17 16:37:09.45999,Received,P2P,93
2024-01-17 16:37:09.48955,Received,P2P,93
2024-01-17 16:37:09.81306,Received,P2P,93
2024-01-17 16:37:09.93875,Sent,P2P,93
2024-01-17 16:37:09.93928,Sent,P2P,93
2024-01-17 16:37:09.93958,Sent,P2P,93
2024-01-17 16:37:10.00019,Received,P2P,992
2024-01-17 16:37:10.00198,Sent,P2P,208
2024-01-17 16:37:10.00221,Sent,P2P,208
2024-01-17 16:37:10.00241,Sent,P2P,208
2024-01-17 16:37:10.00273,Received,P2P,208
2024-01-17 16:37:10.00306,Received,P2P,208
2024-01-17 16:37:10.00771,Received,P2P,208
2024-01-17 16:37:10.41430,Sent,P2P,93
2024-01-17 16:37:10.41506,Sent,P2P,93
2024-01-17 16:37:10.41539,Sent,P2P,93
2024-01-17 16:37:10.45082,Received,P2P,93
2024-01-17 16:37:10.46587,Received,P2P,93
2024-01-17 16:37:10.49365,Received,P2P,93
2024-01-17 16:37:10.85291,Received,Channel,57
2024-01-17 16:37:10.85358,Send,Channel,58
2024-01-17 16:37:10.94197,Sent,P2P,93
2024-01-17 16:37:10.94300,Sent,P2P,93
2024-01-17 16:37:10.94327,Sent,P2P,93
2024-01-17 16:37:11.01052,Received,P2P,992
2024-01-17 16:37:11.01187,Sent,P2P,208
2024-01-17 16:37:11.01205,Sent,P2P,208
2024-01-17 16:37:11.01221,Sent,P2P,208
2024-01-17 16:37:11.01263,Received,P2P,208
2024-01-17 16:37:11.01362,Received,P2P,208
2024-01-17 16:37:11.01627,Received,P2P,208
2024-01-17 16:37:11.45621,Received,P2P,93
2024-01-17 16:37:11.47122,Received,P2P,93
2024-01-17 16:37:11.49910,Received,P2P,93
2024-01-17 16:37:11.94670,Sent,P2P,93
2024-01-17 16:37:11.94757,Sent,P2P,93
2024-01-17 16:37:11.94796,Sent,P2P,93
2024-01-17 16:37:12.02030,Received,P2P,992
2024-01-17 16:37:12.02125,Received,P2P,208
2024-01-17 16:37:12.02247,Sent,P2P,208
2024-01-17 16:37:12.02270,Sent,P2P,208
2024-01-17 16:37:12.02291,Sent,P2P,208
2024-01-17 16:37:12.02491,Received,P2P,208
2024-01-17 16:37:12.02517,Received,P2P,208
2024-01-17 16:37:12.46068,Received,P2P,93
2024-01-17 16:37:12.47586,Received,P2P,93
2024-01-17 16:37:12.50355,Received,P2P,93
2024-01-17 16:37:12.50846,Sent,P2P,18
2024-01-17 16:37:12.50954,Received,P2P,17
2024-01-17 16:37:12.72152,Sent,P2P,18
2024-01-17 16:37:12.72256,Received,P2P,18
2024-01-17 16:37:12.72599,Received,P2P,17
2024-01-17 16:37:12.76240,Sent,P2P,18
2024-01-17 16:37:12.85397,Received,Channel,57
2024-01-17 16:37:12.85468,Send,Channel,58
2024-01-17 16:37:12.95332,Sent,P2P,93
2024-01-17 16:37:12.95385,Sent,P2P,93
2024-01-17 16:37:12.95409,Sent,P2P,93
2024-01-17 16:37:13.03088,Sent,P2P,992
2024-01-17 16:37:13.03129,Sent,P2P,992
2024-01-17 16:37:13.03150,Sent,P2P,992
2024-01-17 16:37:13.03207,Sent,P2P,208
2024-01-17 16:37:13.03234,Sent,P2P,208
2024-01-17 16:37:13.03261,Sent,P2P,208
2024-01-17 16:37:13.03550,Received,P2P,208
2024-01-17 16:37:13.03588,Received,P2P,208
2024-01-17 16:37:13.03685,Received,P2P,208
2024-01-17 16:37:13.46339,Received,P2P,93
2024-01-17 16:37:13.47721,Received,P2P,93
2024-01-17 16:37:13.50835,Received,P2P,93
2024-01-17 16:37:13.65035,Received,P2P,93
2024-01-17 16:37:13.95947,Sent,P2P,93
2024-01-17 16:37:13.96008,Sent,P2P,93
2024-01-17 16:37:13.96035,Sent,P2P,93
2024-01-17 16:37:14.04342,Received,P2P,992
2024-01-17 16:37:14.04632,Sent,P2P,208
